House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2,Paladin Avenue,Jessica,Quinn,81,Head,Married,Female,"Retired Designer, television/film set",None,Christian
2,Paladin Avenue,Ian,Quinn,80,Husband,Married,Male,Retired Probation officer,None,Christian
3,Paladin Avenue,Colin,Mills,25,Head,Single,Male,Exhibition designer,None,Methodist
4,Paladin Avenue,Leonard,Coleman,84,Head,Married,Male,"Retired Conservation officer, nature",None,Christian
4,Paladin Avenue,Sylvia,Coleman,82,Wife,Married,Female,Retired Event organiser,None,Christian
5,Paladin Avenue,Jasmine,Begum,22,Head,Married,Female,University Student,None,Catholic
5,Paladin Avenue,Ricky,Begum,29,Husband,Married,Male,Copy,None,Catholic
6,Paladin Avenue,Gary,Green,25,Head,Single,Male,Dispensing optician,None,Muslim
7,Paladin Avenue,Howard,Chapman,79,Head,Married,Male,Retired Armed forces operational officer,None,None
7,Paladin Avenue,Susan,Chapman,76,Wife,Married,Female,Retired Automotive engineer,None,None
8,Paladin Avenue,Tina,Hawkins,73,Head,Married,Female,"Retired Engineer, land",None,Christian
8,Paladin Avenue,Patrick,Hawkins,78,Husband,Married,Male,Retired Site engineer,None,Christian
9,Paladin Avenue,Anna,Wilson,32,Head,Married,Female,Archivist,None,None
9,Paladin Avenue,Ian,Wilson,31,Husband,Married,Male,Unemployed,None,None
10,Paladin Avenue,Beth,Lawrence,53,Head,Single,Female,Special educational needs teacher,None,Catholic
10,Paladin Avenue,Matthew,Sharp,55,Partner,Single,Male,Armed forces training and education officer,None,None
10,Paladin Avenue,Leanne,Lawrence,24,Daughter,Single,Female,Educational psychologist,None,Catholic
10,Paladin Avenue,Aimee,Lawrence,22,Daughter,Single,Female,University Student,None,Catholic
10,Paladin Avenue,Declan,Lawrence,17,Son,Unknown,Male,Student,None,None
11,Paladin Avenue,Barry,Bishop,31,Head,Single,Male,Clinical psychologist,None,None
11,Paladin Avenue,Eleanor,Simpson,29,Partner,Single,Female,Ergonomist,None,None
12,Paladin Avenue,Alex,Lambert,63,Head,Married,Male,Trading standards officer,None,Methodist
12,Paladin Avenue,Christine,Lambert,62,Wife,Married,Female,"Optician, dispensing",None,Methodist
12,Paladin Avenue,Dale,James,13,Grandson,NA,Male,Student,None,None
13,Paladin Avenue,Stanley,Adams,55,Head,Single,Male,Paramedic,None,Christian
13,Paladin Avenue,Carole,Davidson,56,Partner,Single,Female,Chief Executive Officer,None,None
14,Paladin Avenue,George,Murphy,60,Head,Married,Male,Furniture conservator/restorer,None,Christian
14,Paladin Avenue,Patricia,Murphy,56,Wife,Married,Female,"Education officer, community",None,Christian
15,Paladin Avenue,Callum,Savage,24,Head,Single,Male,PhD Student,None,Methodist
15,Paladin Avenue,Eric,Brown,19,None,Single,Male,University Student,None,Methodist
16,Paladin Avenue,Glen,Parker,73,Head,Married,Male,Retired Estate agent,None,None
16,Paladin Avenue,Kathryn,Parker,74,Wife,Married,Female,"Retired Therapist, occupational",None,None
16,Paladin Avenue,Leonard,Campbell,27,None,Married,Male,Furniture conservator/restorer,None,None
16,Paladin Avenue,Michelle,Campbell,25,None,Married,Female,Professor Emeritus,None,None
16,Paladin Avenue,Rita,Campbell,8,None,NA,Female,Student,None,None
17,Paladin Avenue,Amelia,Mills,19,Head,Single,Female,University Student,None,None
17,Paladin Avenue,Pamela,Jones,18,None,Single,Female,Student,None,None
17,Paladin Avenue,Grace,Coleman,46,None,Single,Female,Animal nutritionist,None,Christian
17,Paladin Avenue,Ross,Thomas,34,None,Single,Male,"Scientist, audiological",None,None
18,Paladin Avenue,Amelia,Lee,77,Head,Widowed,Female,"Retired Therapist, music",None,Christian
18,Paladin Avenue,Brenda,Lee,41,Daughter,Divorced,Female,Art gallery manager,None,Christian
19,Paladin Avenue,Dale,Godfrey,18,Head,Single,Male,Student,None,None
20,Paladin Avenue,Gareth,Morgan,24,Head,Single,Male,"Optician, dispensing",None,Methodist
20,Paladin Avenue,Linda,Jones,55,None,Single,Female,"Designer, television/film set",None,Catholic
21,Paladin Avenue,Margaret,Sharp,63,Head,Single,Female,Tax adviser,None,Christian
21,Paladin Avenue,George,Moore,66,Partner,Single,Male,Dance movement psychotherapist,None,Christian
22,Paladin Avenue,Stanley,Allen,43,Head,Married,Male,Site engineer,None,Methodist
22,Paladin Avenue,Dorothy,Allen,40,Wife,Married,Female,Statistician,None,None
22,Paladin Avenue,James,Allen,10,Son,NA,Male,Student,None,None
22,Paladin Avenue,Jason,Allen,6,Son,NA,Male,Student,None,None
22,Paladin Avenue,Rhys,Allen,2,Son,NA,Male,Child,None,None
23,Paladin Avenue,Raymond,White,24,Head,Married,Male,Magazine features editor,None,None
23,Paladin Avenue,Shirley,White,20,Wife,Married,Female,University Student,None,None
23,Paladin Avenue,Jordan,Smith,3,Step-Son,NA,Male,Child,None,None
23,Paladin Avenue,Kevin,Smith,0,Step-Son,NA,Male,Child,None,None
23,Paladin Avenue,Donna,Davies,51,Lodger,Single,Female,Airline pilot,None,Methodist
24,Paladin Avenue,Donald,Baker,36,Head,Single,Male,Phytotherapist,None,Catholic
24,Paladin Avenue,Shirley,Baker,8,Daughter,NA,Female,Student,None,None
25,Paladin Avenue,Amelia,Willis,52,Head,Divorced,Female,Unemployed,None,Christian
25,Paladin Avenue,Hannah,Bailey-Willis,12,Daughter,NA,Female,Student,None,None
26,Paladin Avenue,Marcus,Mitchell,21,Head,Divorced,Male,Farm manager,None,Methodist
27,Paladin Avenue,Adrian,Hopkins,68,Head,Married,Male,Retired Mechanical engineer,None,Christian
27,Paladin Avenue,Valerie,Hopkins,64,Wife,Married,Female,"Therapist, art",None,None
28,Paladin Avenue,Karl,Marsh,57,Head,Single,Male,Web designer,Mental Disability,Christian
29,Paladin Avenue,Tony,Smith,62,Head,Single,Male,Quantity surveyor,None,None
29,Paladin Avenue,Joshua,Kirby,21,None,Single,Male,University Student,None,Christian
29,Paladin Avenue,Nathan,Robson,45,None,Single,Male,Plant breeder/geneticist,None,Christian
29,Paladin Avenue,Damian,Wade,45,None,Single,Male,Secondary school teacher,None,Methodist
30,Paladin Avenue,Graham,Whitehouse,74,Head,Widowed,Male,"Retired Solicitor, Scotland",None,None
31,Paladin Avenue,Aimee,Jenkins,38,Head,Married,Female,Dancer,None,Christian
31,Paladin Avenue,Lawrence,Jenkins,40,Husband,Married,Male,Product/process development scientist,None,Christian
32,Paladin Avenue,Rebecca,Coates,19,Head,Single,Female,University Student,None,Christian
32,Paladin Avenue,Ronald,Clarke,20,None,Single,Male,University Student,None,None
32,Paladin Avenue,Gerald,Dennis,22,None,Single,Male,University Student,None,Methodist
33,Paladin Avenue,Grace,Hudson,47,Head,Divorced,Female,"Engineer, land",None,Catholic
33,Paladin Avenue,Kayleigh,Hudson,16,Daughter,Unknown,Female,Student,None,None
34,Paladin Avenue,Antony,Hill,56,Head,Single,Male,Unemployed,None,Christian
34,Paladin Avenue,Tina,Carter,61,None,Single,Female,Sports development officer,None,None
34,Paladin Avenue,Kelly,Dawson,27,None,Single,Female,Clinical biochemist,None,Catholic
34,Paladin Avenue,Jason,Jones,29,None,Single,Male,"Programmer, multimedia",None,Christian
34,Paladin Avenue,Gordon,Smith,37,None,Single,Male,Adult nurse,None,Christian
35,Paladin Avenue,Dennis,Andrews,39,Head,Married,Male,Retail merchandiser,None,None
35,Paladin Avenue,Sian,Andrews,37,Wife,Married,Female,Haematologist,None,None
35,Paladin Avenue,Henry,Andrews,15,Son,NA,Male,Student,None,None
35,Paladin Avenue,Nathan,Andrews,11,Son,NA,Male,Student,None,None
35,Paladin Avenue,Katy,Andrews,11,Daughter,NA,Female,Student,None,None
36,Paladin Avenue,Anna,Ward,37,Head,Married,Female,Wellsite geologist,None,None
36,Paladin Avenue,Ronald,Ward,41,Husband,Married,Male,"Engineer, chemical",None,None
36,Paladin Avenue,James,Ward,11,Son,NA,Male,Student,None,None
36,Paladin Avenue,Denis,Ward,7,Son,NA,Male,Student,None,None
37,Paladin Avenue,Diana,Murray,61,Head,Single,Female,"Education officer, community",None,Catholic
37,Paladin Avenue,Stanley,Martin,65,Partner,Single,Male,Investment analyst,None,None
38,Paladin Avenue,Wayne,Pratt,89,Head,Widowed,Male,Retired Photographer,None,Christian
39,Paladin Avenue,Marion,Patel,69,Head,Widowed,Female,Retired Environmental consultant,None,Christian
39,Paladin Avenue,Conor,Patel,36,Son,Single,Male,Insurance risk surveyor,None,Christian
39,Paladin Avenue,Robin,Patel,32,Son,Single,Male,Museum/gallery curator,None,Christian
39,Paladin Avenue,Victoria,Patel,29,Daughter,Single,Female,Pharmacologist,None,Christian
39,Paladin Avenue,Jason,Patel,26,Son,Single,Male,Unemployed,None,Christian
40,Paladin Avenue,Zoe,Parsons,36,Head,Married,Female,Science writer,None,Christian
40,Paladin Avenue,Elliott,Parsons,35,Husband,Married,Male,"Therapist, sports",None,None
40,Paladin Avenue,Kevin,Parsons,5,Son,NA,Male,Student,None,None
40,Paladin Avenue,Robin,Parsons,2,Adopted Son,NA,Male,Child,None,None
40,Paladin Avenue,Jill,Jackson,58,Lodger,Single,Female,Multimedia programmer,None,Christian
41,Paladin Avenue,Jayne,Morris,99,Head,Widowed,Female,Retired Radiation protection practitioner,None,None
42,Paladin Avenue,Caroline,Hayes,70,Head,Married,Female,Retired Public relations officer,None,Christian
42,Paladin Avenue,Norman,Hayes,75,Husband,Married,Male,Retired Call centre manager,None,Christian
43,Paladin Avenue,Andrew,Adams,22,Head,Single,Male,University Student,None,Catholic
43,Paladin Avenue,Howard,Allen,19,None,Single,Male,University Student,None,Sikh
44,Paladin Avenue,Anne,Parsons,33,Head,Single,Female,"Engineer, electrical",None,None
44,Paladin Avenue,Lewis,James,34,Cousin,Single,Male,Soil scientist,None,Christian
44,Paladin Avenue,Darren,Lewis,35,Sibling,Single,Male,Toxicologist,None,Catholic
44,Paladin Avenue,Paul,Hill,21,Lodger,Single,Male,University Student,None,Christian
44,Paladin Avenue,Paul,Bibi,49,Visitor,Single,Male,Unemployed,None,Methodist
44,Paladin Avenue,Catherine,Bailey,49,Lodger,Single,Female,"Physicist, medical",None,Catholic
45,Paladin Avenue,Lynne,Cooper,34,Head,Divorced,Female,Unemployed,None,Christian
45,Paladin Avenue,Nathan,Cooper,6,Son,NA,Male,Student,None,None
46,Paladin Avenue,Julian,Smith,55,Head,Divorced,Male,"Producer, radio",None,Christian
46,Paladin Avenue,Victor,Taylor,58,None,Single,Male,Brewing technologist,None,None
47,Paladin Avenue,Carol,Wall,49,Head,Married,Female,Technical brewer,None,Catholic
47,Paladin Avenue,Jeffrey,Wall,59,Husband,Married,Male,Sports administrator,None,Catholic
48,Paladin Avenue,Stacey,Williams,44,Head,Single,Female,Operations geologist,None,None
48,Paladin Avenue,Kim,Day,40,None,Single,Female,Make,None,Christian
48,Paladin Avenue,Gordon,Daly,20,None,Single,Male,University Student,None,Catholic
48,Paladin Avenue,Leonard,Simmons,56,None,Single,Male,Art therapist,None,Methodist
48,Paladin Avenue,Neil,Williams,58,None,Single,Male,Armed forces operational officer,None,Christian
49,Paladin Avenue,Adam,O'Neill,19,Head,Single,Male,Adult guidance worker,None,None
49,Paladin Avenue,Rachel,Martin,35,None,Single,Female,"Psychologist, sport and exercise",None,Catholic
50,Paladin Avenue,Christine,Shaw,43,Head,Divorced,Female,"Nurse, adult",None,Christian
50,Paladin Avenue,Rachel,Shaw,15,Daughter,NA,Female,Student,None,None
51,Paladin Avenue,Danielle,White,60,Head,Married,Female,Unemployed,None,Christian
51,Paladin Avenue,Guy,White,60,Husband,Married,Male,Translator,None,Christian
51,Paladin Avenue,Gareth,White,25,Son,Divorced,Male,Hospital doctor,None,None
51,Paladin Avenue,Marcus,White,22,Son,Single,Male,University Student,None,Christian
51,Paladin Avenue,Mary,White,18,Daughter,Single,Female,Student,None,None
52,Paladin Avenue,Susan,Gibbs,43,Head,Married,Female,"Editor, commissioning",None,None
52,Paladin Avenue,Anthony,Gibbs,46,Husband,Married,Male,Psychotherapist,None,None
53,Paladin Avenue,Kayleigh,Evans,43,Head,Divorced,Female,Archaeologist,None,None
53,Paladin Avenue,Jade,Evans,18,Daughter,Single,Female,Student,None,None
53,Paladin Avenue,Nathan,Evans,13,Son,NA,Male,Student,None,None
53,Paladin Avenue,Terence,Evans,9,Son,NA,Male,Student,None,None
54,Paladin Avenue,Carolyn,Shaw,28,Head,Married,Female,Advertising copywriter,None,None
54,Paladin Avenue,Douglas,Shaw,34,Husband,Married,Male,Data processing manager,None,None
54,Paladin Avenue,Toby,Shaw,5,Son,NA,Male,Student,None,None
55,Paladin Avenue,Denis,O'Neill,31,Head,Divorced,Male,Actor,None,None
56,Paladin Avenue,Carly,Ward,42,Head,Divorced,Female,Unemployed,None,Catholic
56,Paladin Avenue,Mandy,Ward,8,Daughter,NA,Female,Student,None,None
56,Paladin Avenue,Amber,Ward,4,Daughter,NA,Female,Child,None,None
1,Manchester Flats,Rebecca,Lewis-Wood,64,Head,Married,Female,"Horticulturist, amenity",None,Methodist
1,Manchester Flats,Steven,Lewis-Wood,69,Husband,Married,Male,Retired Investment analyst,None,Methodist
2,Manchester Flats,Rachael,Wilkinson,60,Head,Widowed,Female,"Administrator, charities/voluntary organisations",None,Christian
3,Manchester Flats,Henry,Murray,66,Head,Divorced,Male,"Sales professional, IT",None,Christian
4,Manchester Flats,Maria,Rees,98,Head,Widowed,Female,Retired Agricultural engineer,None,Catholic
5,Manchester Flats,Elliot,Cartwright,18,Head,Divorced,Male,Student,None,None
6,Manchester Flats,Brenda,Duncan,70,Head,Widowed,Female,Retired Architect,None,Christian
7,Manchester Flats,Fiona,Peters,75,Head,Widowed,Female,Retired Sports administrator,None,Christian
8,Manchester Flats,Karen,Bull,40,Head,Married,Female,Exhibition designer,None,None
8,Manchester Flats,Brett,Bull,42,Husband,Married,Male,Biomedical engineer,None,None
8,Manchester Flats,Aimee,Bull,13,Daughter,NA,Female,Student,None,None
9,Manchester Flats,Martyn,Carter,69,Head,Widowed,Male,Retired Advertising account planner,None,Methodist
1,Monument Lodge,Neil,Stokes,73,Head,Married,Male,"Retired Psychotherapist, child",None,Christian
1,Monument Lodge,Stephanie,Stokes,76,Wife,Married,Female,Retired Intelligence analyst,None,Christian
2,Monument Lodge,Clare,Hooper,28,Head,Single,Female,Unemployed,None,Christian
2,Monument Lodge,Alice,Gordon,18,Lodger,Single,Female,Student,None,None
2,Monument Lodge,Katie,Howells,36,Lodger,Single,Female,Transport planner,None,Methodist
2,Monument Lodge,Danny,Hughes,57,Sibling,Single,Male,Estate agent,None,Christian
2,Monument Lodge,Donald,Brown,58,Lodger,Divorced,Male,"Scientist, physiological",None,None
3,Monument Lodge,Scott,Gordon,76,Head,Married,Male,Retired,None,Catholic
3,Monument Lodge,Alison,Gordon,72,Wife,Married,Female,"Retired Surveyor, commercial/residential",None,Catholic
4,Monument Lodge,Brian,Fry,45,Head,Single,Male,"Journalist, broadcasting",None,None
4,Monument Lodge,Christian,Murray,42,None,Single,Male,"Engineer, control and instrumentation",None,None
4,Monument Lodge,Kevin,Rees,47,None,Single,Male,Illustrator,None,Christian
5,Monument Lodge,Amber,Jarvis,43,Head,Married,Female,Media planner,None,Christian
5,Monument Lodge,Christian,Jarvis,45,Husband,Married,Male,"Psychologist, forensic",None,None
5,Monument Lodge,Roy,Jarvis,18,Son,Divorced,Male,Student,None,None
6,Monument Lodge,Kelly,Fisher-Potter,57,Head,Married,Female,Unemployed,None,Christian
6,Monument Lodge,Gareth,Fisher-Potter,56,Husband,Married,Male,"Engineer, broadcasting (operations)",None,None
6,Monument Lodge,Diane,Fisher-Potter,29,Daughter,Single,Female,"Development worker, community",None,Christian
7,Monument Lodge,Samantha,Powell,45,Head,Single,Female,Toxicologist,None,None
7,Monument Lodge,Jeremy,Richardson,44,Partner,Single,Male,Commissioning editor,None,None
7,Monument Lodge,Frederick,Powell,17,Son,Unknown,Male,Student,None,None
8,Monument Lodge,Emily,Miller,52,Head,Divorced,Female,Unemployed,None,Methodist
8,Monument Lodge,Lewis,Miller,23,Son,Divorced,Male,Unemployed,None,Methodist
8,Monument Lodge,Amber,Miller,20,Daughter,Divorced,Female,University Student,None,Methodist
9,Monument Lodge,Donald,Jones,44,Head,Married,Male,Technical author,None,Catholic
9,Monument Lodge,Debra,Jones,44,Wife,Married,Female,"Therapist, sports",None,Catholic
9,Monument Lodge,Owen,Jones,19,Son,Single,Male,University Student,None,Catholic
9,Monument Lodge,Sharon,Jones,18,Daughter,Single,Female,Student,None,Catholic
9,Monument Lodge,Olivia,Jones,14,Daughter,NA,Female,Student,None,None
10,Monument Lodge,Brett,Quinn,38,Head,Single,Male,Hydrologist,None,Methodist
10,Monument Lodge,Josephine,Quinn,9,Daughter,NA,Female,Student,None,None
11,Monument Lodge,Lesley,Evans,31,Head,Single,Female,Unemployed,None,None
11,Monument Lodge,Wayne,Evans,10,Son,NA,Male,Student,None,None
12,Monument Lodge,Amelia,Porter,22,Head,Single,Female,Trade union research officer,None,None
12,Monument Lodge,Dennis,Page,50,None,Single,Male,Advertising account executive,None,Christian
12,Monument Lodge,Jade,Thomas,49,None,Single,Female,Herbalist,None,Catholic
13,Monument Lodge,Bruce,Shaw,53,Head,Divorced,Male,Corporate treasurer,None,Christian
13,Monument Lodge,Brenda,Shaw,22,Daughter,Single,Female,University Student,None,None
14,Monument Lodge,Mohammed,Parker,85,Head,Divorced,Male,Retired Claims inspector/assessor,None,None
14,Monument Lodge,Victor,Smith,25,Grandson,Single,Male,Unemployed,None,None
14,Monument Lodge,Linda,Smith,20,Granddaughter,Divorced,Female,University Student,None,None
15,Monument Lodge,Katy,Scott,41,Head,Married,Female,Mudlogger,None,None
15,Monument Lodge,Reece,Scott,45,Husband,Married,Male,"Engineer, production",None,None
15,Monument Lodge,Samuel,Scott,16,Son,Unknown,Male,Student,None,None
16,Monument Lodge,Ruth,Lewis,34,Head,Divorced,Female,Unemployed,None,None
16,Monument Lodge,Sara,Lewis,12,Daughter,NA,Female,Student,None,None
16,Monument Lodge,Rita,Lewis,9,Daughter,NA,Female,Student,None,None
16,Monument Lodge,Jay,Lewis,8,Son,NA,Male,Student,None,None
17,Monument Lodge,Gerard,Porter,76,Head,Married,Male,Retired Industrial buyer,None,Christian
17,Monument Lodge,Gail,Porter,76,Wife,Married,Female,Retired Passenger transport manager,None,Christian
17,Monument Lodge,Kate,Porter,39,Daughter,Single,Female,"Accountant, chartered public finance",None,Christian
18,Monument Lodge,Frances,Watkins,43,Head,Married,Female,Theatre director,None,None
